"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,"Base Year",
"Eritrea","643","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","-10.4562232210757","30.9344123069275","-20.6213646502945","7.39105738856613","-10.014722985178","13.0321800045372","3.83590804038438",,,,,"",
"Niger","692","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.31068280540351","6.64398439284882","4.39338011051652","5.74088254483848","5.00138407273863","7.00741922917294","6.1426507114578","3.54991426656964","1.39930395132525","11.9036072242868","4.10849023925377","",
"Sierra Leone","724","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","20.7202739347647","4.55541427575121","-20.4928104453575","6.35427649809317","3.76459068413334","3.46460655476161","5.25426182290876","-1.96897682126536","4.10469050673348","3.98776871945407","2.74757628374284","",
"Zambia","754","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.05749097457939","4.69772909562994","2.9199802379481","3.77677552013075","3.50432594284278","4.03481156558258","1.44130597697912","-2.78505504617712","4.59873404440933","4.73704032422329","3.55359610705796","",
"Burundi","618","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.92419526128831","4.24065164368079","-3.9","-0.600019046380259","0.500006133969397","1.60991619088807","1.84246988330891","0.335094719648071","3.11930234606746","1.82680140886067","3.33607089102641","",
"Guinea-Bissau","654","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","3.25600002664415","0.964525747030631","6.1340893547268","5.30659633085426","4.78898883384357","3.76149972920418","4.5","1.5","6.39999999999999","4.20000000000003","4.4999999999999","",
"Sao Tome and Principe","716","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.11967682856478","4.90620987711472","1.53970361264932","5.17682478153237","4.11298040775284","4.37812914659689","2.0143198782352","2.62486683234688","1.89929555182525","0.0652733981196041","0.500000000000123","",
"Tanzania","738","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","6.78158623788359","6.73246129669169","6.16062934273114","6.86711619640732","6.7729059695137","6.95892170972139","6.9887907247419","4.81623636522318","4.94665995282187","4.69075402381088","5.21549503193262","",
"Kenya","664","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","3.79784429499195","5.02012072392746","4.96771959054825","4.21350883246842","3.81551085014361","5.67079617204573","5.11415885767801","-0.272754907932514","7.59047715342879","4.84664549866315","4.96590539756662","",
"Liberia","668","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","8.83564677580036","0.69465247720768","0.00707018594554845","-1.63006987484788","2.46862882270631","1.24191849044206","-2.51576776687964","-2.96688443027649","5.01097519525554","4.81058781909393","4.55679670297868","",
"Madagascar","674","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","2.30038693437012","3.33920224394206","3.13229588828691","3.99314608469217","3.93331617138372","3.19434363519048","4.41123213017955","-7.13767162141093","5.73961573742353","3.99987469740213","4.00005436973625","",
"Malawi","676","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.2","5.70000000000011","2.95000000000001","2.26999999999997","3.99999999999994","4.39169188385778","5.44817276313595","0.912598058528656","4.56674383431595","0.800000000000009","1.70000000000007","",
"Mauritius","684","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","3.36040609817578","3.8269698200425","3.69055691347827","3.8624682519164","3.93798381052432","4.00674056101942","2.89146495806192","-14.5975473655486","3.39938009652864","8.69073513694339","5.09239743956423","",
"Nigeria","694","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.3944168546103","6.30971714642429","2.65269252094342","-1.61686829103737","0.805886973453607","1.92275715725014","2.20842970870157","-1.79425359957322","3.64718650383711","3.25168145766551","2.86984474876154","",
"South Africa","199","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","2.48547386916287","1.41382812087792","1.32187577782677","0.664541406937624","1.15795550328291","1.55676675177522","0.25994234634496","-5.96334768647024","4.70305385183073","1.91039573290223","0.929052666933671","",
"Uganda","746","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","3.93819951887783","5.74486580462893","8.00374035368949","0.167450002854261","6.79698333998214","5.56484462548249","7.63806394540629","-1.19285227886444","5.71702432725746","6.43367752184273","4.56775981079203","",
"Zimbabwe","698","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","1.97476045805095","2.39387731701901","1.79442384271358","0.756199879907865","5.17576128619525","4.98712890674808","-6.30685274260219","-7.78171565793221","8.42729049328078","6.22511280381819","4.13900180453732","",
"CFA franc zone","609","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.24664262646511","6.05078270644586","4.41458331478929","3.82441568078763","4.01182862723141","4.00664837287274","4.49717674664308","0.589326983559046","4.60272341980012","4.84025690333003","4.34509559434215","",
"Central African Republic","626","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","-36.3919770983887","0.0804296416875485","4.3384295205315","4.74952052167242","4.52757779714518","3.81978896183516","2.97028269246802","0.959373685606675","0.982923431225492","0.472226228296163","0.959997362573106","",
"SSA oil-exporting countries","699","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.20385953796933","5.8093881249987","2.20418106012665","-1.64806726720526","0.508992915245596","1.3232595114301","1.7635496685108","-2.32163893897214","3.07933103456425","3.22468940450853","2.62681667901778","",
"Southern African Development Community (SADC)","763","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","3.96551321950122","3.25240524358505","2.18117976697469","1.28982115586597","2.05827118753263","2.27061452799979","1.32850059986181","-4.16758836591228","4.55899329950052","3.42640785006348","2.50566257269603","",
"Southern African Customs Union (SACU)","757","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","2.89688823002039","1.72022236312469","1.20457661479694","0.936321347568938","1.20023508147908","1.64322483972758","0.36172894317206","-6.07117080415987","5.00968447698186","2.18243658982531","1.15320198719418","",
"West African Economic and Monetary Union (WAEMU)","759","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","6.16018748349329","7.02968937301387","6.31868464388873","6.13952210803441","6.44510927170354","5.59692240055057","5.82691061998753","1.72193160373986","5.99674442460708","5.64295101203316","5.18745535181927","",
"SSA countries in fragile and conflict-affected situations","715","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.8353975345259","6.66441862543619","3.77112840900186","0.536888906259775","2.63743307353497","3.34432414048088","3.45988266296687","-0.190108106574335","4.2012865897874","4.27563344044688","3.9484532529995","",
"Angola","614","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.95459047583293","4.82262555140819","0.943575613060769","-2.58009724295759","-0.150000000000123","-1.31629922037373","-0.7022088113833","-5.63827567472923","1.19914206164","3.04567566415721","1.25497288170216","",
"Benin","638","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","7.19143086520705","6.35767790831661","1.77815830338445","3.33967342629694","5.67156195213454","6.6972536206319","6.86568662877947","3.84879240095133","7.15545164587951","6.2532449135767","5.50091926617707","",
"Botswana","616","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","11.1028237715798","5.6969645688936","-4.85099186633815","7.20181904125344","4.11305615232014","4.18983406613323","3.03259877312163","-8.72640865844849","11.866591499197","5.78234923726404","3.84081883062715","",
"Cabo Verde","624","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","0.632136695242908","0.696666850235809","0.936026507760812","4.28071482662372","4.55131483742809","3.7069645796065","6.94782632492044","-19.5977086362698","6.41495528423681","17.0039018099593","4.4107494686127","",
"Comoros","632","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.46624729869706","2.10665760321016","1.1473507627473","3.3204465548879","3.81576287489535","3.64245114733686","1.76078023564579","-0.195556841918782","2.11219558419392","2.59848837892301","3.00357232913829","",
"Equatorial Guinea","642","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","-4.13317908220843","0.415060947255198","-9.11004255745526","-8.81641766335253","-5.66750275935905","-6.23655098356491","-5.48182337893129","-4.78750488384025","-0.377326214582293","3.24582920859967","-6.22137304712746","",
"Ethiopia","644","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","9.89999999999989","10.3000000000002","10.4000000000001","8.00000000000014","10.2096947871616","7.70269967417268","9.03705170255458","6.05718844726303","6.26504284134747","6.35752041289956","6.10906441047512","",
"Burkina Faso","748","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.79258484441502","4.3268456147287","3.92122879418579","5.95797670754024","6.20348941101944","6.60325841748498","5.68895456224603","1.93142483453789","6.90456174505553","1.48066138277839","4.3706853798546","",
"Cameroon","622","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.98728790987239","5.77923129451884","5.59970855349178","4.47899763026118","3.54117232738544","4.02180253821603","3.42184631879991","0.539389929576637","3.64871766598218","3.77510099729373","3.98034707363965","",
"Congo, Republic of","634","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","-0.712434450529815","6.71667933273282","-3.55058176538323","-4.99350088727644","-5.59477371980453","-2.3043178014277","1.12447707563501","-6.26777799681709","1.05681769959879","1.7499441489678","4.03274361948632","",
"Congo, Democratic Republic of","636","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","9.62448879227873","7.30227750794535","6.35973756174279","0.393832798015156","3.65834164777481","4.82548674437141","4.48537414868394","1.67103544919596","6.22652222508165","8.91729440270744","6.73408540196261","",
"Cote d'Ivoire","662","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","9.27194273555242","8.79407739043444","8.84286544134923","7.17275963956333","7.41076242584925","4.84314605898467","6.51828673526325","1.73762042929021","7.00000000000003","6.70000000000019","6.19999999999983","",
"Gambia, The","648","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","2.87276871748263","-1.40738252017729","4.05807385410525","1.94335971846606","4.82261121306399","7.23489040513393","6.22205299368787","0.591487369052303","5.2559687889232","4.90514946579882","5.55501923008442","",
"Gabon","646","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.51699422730817","4.43528277879495","3.87889939461572","2.09144220897538","0.472649909416596","0.908744913074888","3.8234400481673","-1.81500541638439","1.46800017462933","3.03697397348166","2.76177311850807","",
"Ghana","652","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","7.24209221750417","2.85624019893965","2.12075931001403","3.37346572466513","8.12889491584063","6.20007767184218","6.50777478757302","0.513941659664906","5.0764664678089","3.07773056800834","1.16007614145229","",
"Mali","678","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","2.29506828958045","7.0846838802794","6.17180002292468","5.85229920143949","5.30545608322493","4.74648432758513","4.76481086494007","-1.24360508439101","3.05485216399815","3.70391753992793","4.49999999999991","",
"Mozambique","688","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","6.96361835152312","7.39854171540828","6.72341375504774","3.82410693801536","3.74142309585823","3.44360426507624","2.31454634921837","-1.19849887978312","2.3588247364314","4.19059074174876","6.97851110029381","",
"Rwanda","714","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.72972972972973","6.15384615384615","8.86707184042387","5.96908101918122","3.93083884911522","8.53912139329348","9.47191953059514","-3.38000437541019","10.8796558360693","8.15805595262406","6.17","",
"Senegal","722","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","2.41238527648868","6.22407443765637","6.36704365066983","6.35606857208135","7.40748618589597","6.20924103388887","4.613769408805","1.34193688104448","6.53967372597419","3.99983998053815","4.10249169283107","",
"Eswatini, Kingdom of","734","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","3.86121384012586","0.923230370970894","2.22748083933735","1.06261004334926","2.02657833424328","2.36874196543377","2.70355768267153","-1.55964278006031","7.88330651771828","3.5626871010008","3.06300969182452","",
"Togo","742","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.82426583399512","5.63324021651298","5.46803129300619","5.73410362495129","4.00791259566936","4.7951833308614","4.92283321360694","1.97587208320236","5.99137133846762","5.81064043214908","5.4","",
"SSA oil-exporting countries excluding Nigeria","700","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.77666495363016","4.6804198109749","1.11676436393841","-1.72433978149512","-0.191030534191164","-0.120276733418035","0.675333546345343","-3.6373336781351","1.63433811465407","3.15593837496668","2.00219696966509","",
"East African Community (EAC -5)","619","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.7826903081366","5.71848289830294","5.95809145960352","4.18507651885871","5.18436881990467","6.10248945313385","6.32793262186453","0.944875780415953","6.55339711662346","5.23730232089683","5.00665797144027","",
"SSA oil-importing countries excluding South Africa","650","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","6.08021448352553","6.01077456235398","5.11952466441651","4.73929120423956","5.98025181548447","5.68241526876633","5.62768300701081","0.793359464680389","6.00068014957132","5.40023701076158","4.79607350482491","",
"Economic Community of West African States (ECOWAS)","776","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.84353870941588","5.96912799218175","3.1482539471895","0.785652668354754","2.9719422887406","3.28051154130826","3.56685938084642","-0.641749921303347","4.3990895384844","3.87852086603058","3.34357267079678","",
"Guinea","656","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","3.94568380487066","3.69654184330253","3.82592166663186","10.8206214377027","10.3000004937687","6.3584919273686","5.61691446892213","4.70449108589839","5.04750173441504","4.28694315027226","5.92823786460415","",
"SSA middle-income countries","702","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.46004840471685","4.47211374814269","2.44562951469094","0.603917808914548","1.95368564478825","2.39512762329856","2.20838615697951","-2.84247741918957","4.48401353543889","3.39648103720613","2.62231016391892","",
"SSA low-income countries excluding countries in fragile situations","651","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.61994169434499","5.46835808827192","5.03336814352431","4.5806420495053","6.07043774960306","5.83083812650358","6.53585455695295","1.04017559071416","5.59284809885841","5.02269713213567","4.78842057387056","",
"Sub-Saharan Africa excluding Nigeria and South Africa","604","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.76116886292782","5.6887513096031","4.23366792412379","3.40345011069462","4.70976556679995","4.54099641159837","4.6904957781611","-0.0156789671103277","5.23038352386304","5.01116679357557","4.32257957098443","",
"Ethiopia","644","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","7.17841981132065","7.51080459770138","7.79797979797985","5.51315789473698","7.61374908553681","5.33436805830083","6.69096759829879","3.82328578187434","3.97080246597","4.12781585744379","4.43805552212119","",
"Kenya","664","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.29064998834964","2.54323108421218","2.78594250898951","1.86105942315762","1.3001570630256","3.39340832351026","2.46422207975335","-2.71979843238931","5.53729246508982","2.99737001367366","3.13478955898128","",
"Gambia, The","648","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-0.202343416490354","-4.34615118464927","0.974136289017905","-1.05824876736236","1.75661609807567","4.12107899496758","3.11574361474734","-2.34344498458843","2.18749023069941","1.84286906689599","2.47561939797425","",
"Guinea","656","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.34450815744665","1.12383615044806","1.29358211378718","8.11767945141726","7.60975657928654","3.7643823681645","3.04089216480199","2.15072301063306","2.48536754577077","1.74335917099731","3.34462230693042","",
"Ghana","652","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","4.76450890569321","0.528582495707529","-0.146883439657651","1.12433939905751","5.8271490474399","3.99065219632543","4.34104647526655","-1.47944440230683","3.01614359589108","0.868124606448226","-1.3612372761484","",
"Liberia","668","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","5.96615703029904","-1.89199914606005","-2.49757915681517","-4.09628787449742","-0.0375158635147076","-1.21612352312542","-4.84575346740794","-5.28815904157276","2.53774373312789","2.34096982147156","2.11226187579195","",
"Central African Republic","626","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-36.5635814767204","-0.278281575666162","3.66497871792847","3.71079676154124","3.20847433495319","2.26226962464517","1.25591971402652","-0.817344070765286","-0.864325168126205","-1.47033026844386","-1.05170799608727","",
"Sierra Leone","724","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","18.0575434557351","2.27327135946914","-22.2085766588637","4.07703439161098","1.55316584479744","1.27738175303139","3.05772163742401","-3.98168273887292","2.00301775786321","1.88845639577573","0.673301051407881","",
"Congo, Democratic Republic of","636","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","6.20714849020593","3.97163489280204","3.07013901469706","-2.79376410641651","0.367093572609011","1.4971807345374","1.16786702785497","-1.55711381889974","2.87644555546312","5.48553428126712","3.37327547113967","",
"Seychelles","718","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","4.45633612767594","3.10403152667345","7.58809640222677","11.9214258053639","5.8125658007702","4.99719514565283","4.16014452962329","-9.21382469316164","1.64714390230872","7.94882928694067","3.24074977988939","",
"South Sudan","733","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","23.1817547834845","-1.55753053935303","-3.17979375890451","-15.7698828564845","-8.44850870914107","-5.09143654929699","-2.17618534378496","-9.21721073088176","2.36072107730971","-2.35586365492362","0.565780146874487","",
"Eswatini, Kingdom of","734","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","3.13070385351323","0.21834259429238","1.51843591163737","0.366472977352557","1.32860902042145","1.36522622579836","1.69675976103724","-2.60180348279412","6.74117593521111","2.46629771544529","1.97191025212753","",
"Madagascar","674","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-0.688877842568481","0.319582801613444","0.118722345682147","0.954418099885299","0.89633644440742","0.232189186819565","1.06218429073429","-9.905879288878","2.59497105050605","1.18687944872752","1.18705426127285","",
"Cameroon","622","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.17191016788648","2.95983414840405","2.80532283679959","1.73598252271708","0.84571660052389","1.33964280747223","0.783477611335299","-1.99617678438992","1.06590815705346","1.21978700378545","1.44850900529583","",
"Guinea-Bissau","654","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.03326812783184","-1.20887891680007","3.84940249973274","3.0397224372353","2.53325717597209","1.52788623209794","2.25048923679107","-0.684931506849865","4.10958904109633","1.93373438223029","2.32193022202083","",
"Malawi","676","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.25505443234846","2.74105754276844","0.0680404354583835","-0.592923794712185","1.08864696734036","1.469373915103","2.49627990195983","-1.91232692600284","1.63952549991786","-2.02177293934701","-1.14696734059139","",
"Zimbabwe","698","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-0.823269096969704","-0.193098242009325","0.114767058148875","-0.794889791111243","3.65393738895875","3.51837067978243","-7.96441004412103","-9.50502788810838","6.30654946610242","4.04585071698467","1.90028860643528","",
"Uganda","746","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","0.955392445807918","2.77705420415651","4.91529834826431","-2.76025480238879","3.64158828676919","2.43975477103842","4.93515874853799","-4.54641129261531","2.63423581060164","3.33366749693469","1.52209690368168","",
"Congo, Republic of","634","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-3.13408239076079","4.11383349534916","-5.90300660037393","-7.3107325729527","-7.89734021444333","-4.68713931846618","-1.34197358474629","-8.55392975299212","-1.40798273209888","-0.731761805885","1.49535962876717","",
"Tanzania","738","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","3.63186709130757","3.57617260412706","3.0220151730761","3.71122300753451","3.62578334073455","3.81910832238362","3.86791728863077","1.78277248531492","1.90942151225614","1.66092170103005","2.17047629386311","",
"Cabo Verde","624","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-0.553339153010638","-0.514324394355355","-0.290555894365344","2.99604970791112","3.24477739936217","4.20684036126141","5.68794981533812","-20.5448710208329","5.16135615054773","15.6255618054418","3.1807604625365","",
"Mali","678","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-0.648802878349714","3.74263870930031","2.88286060584144","2.52844829712985","1.97229511521336","1.47317672545744","1.53984085198773","-4.32569244251367","-0.166155091955235","0.465643304743393","1.24577859656102","",
"Sao Tome and Principe","716","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.87112759159014","2.70922118858876","-1.05059494889786","3.07328828590173","2.07154941936552","1.88104471725247","0.0985580025876003","0.271085482981121","-0.385442016601325","-1.69799133136268","-1.66594827586194","",
"Equatorial Guinea","642","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-8.12735720595795","-3.64608805785601","-12.6644036190668","-12.2578329261069","-9.10530733131665","-9.53387950611268","-8.69311085522692","-7.91386106787457","-3.53745743728632","0.0803451215352783","-9.00982730810747","",
"Economic Community of West African States (ECOWAS)","776","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","3.06391407087291","3.19269645809428","0.459849193648349","-1.82590594126329","0.325334896142136","0.65352628628026","0.954234723724669","-3.13211058173535","1.80201093497456","1.28666826730506","0.741512779928793","",
"Common Market of Eastern and Southern Africa (COMESA)","762","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.76120347528461","3.72493562839621","3.4434597106568","1.54412313887019","3.04826251643681","3.30312976186246","3.14059613269436","-2.03911234344886","3.98973961181312","3.56651523926918","3.00665566377471","",
"Sub-Saharan Africa excluding Nigeria and South Africa","604","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.8209805584147","2.78262528878443","1.46950225203045","0.687270739540213","1.94175400590047","1.87534253469518","2.01440142343958","-2.58154588727304","2.64120069015461","2.42321108493602","1.84282716191804","",
"SSA middle-income countries","702","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.98104713612317","1.99757056597583","0.0836357862744248","-1.69133819564099","-0.373638109300803","0.12020777271032","-0.0695965504266915","-4.99703263960452","2.4038501342768","1.35017950368811","0.418865303619212","",
