"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,2013,2014,2015,"Base Year",
"Kenya","664","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","3.79784429499195","5.02012072392746","4.96771959054825","",
"Liberia","668","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","8.83564677580036","0.69465247720768","0.00707018594554845","",
"Madagascar","674","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","2.30038693437012","3.33920224394206","3.13229588828691","",
"Malawi","676","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.2","5.70000000000011","2.95000000000001","",
"Mauritius","684","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","3.36040609817578","3.8269698200425","3.69055691347827","",
"Nigeria","694","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.3944168546103","6.30971714642429","2.65269252094342","",
"South Africa","199","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","2.48547386916287","1.41382812087792","1.32187577782677","",
"Uganda","746","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","3.93819951887783","5.74486580462893","8.00374035368949","",
"Zimbabwe","698","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","1.97476045805095","2.39387731701901","1.79442384271358","",
"CFA franc zone","609","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.24664262646511","6.05078270644586","4.41458331478929","",
"Central African Republic","626","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","-36.3919770983887","0.0804296416875485","4.3384295205315","",
"SSA oil-exporting countries","699","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.20385953796933","5.8093881249987","2.20418106012665","",
"Southern African Development Community (SADC)","763","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","3.96551321950122","3.25240524358505","2.18117976697469","",
"Southern African Customs Union (SACU)","757","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","2.89688823002039","1.72022236312469","1.20457661479694","",
"West African Economic and Monetary Union (WAEMU)","759","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","6.16018748349329","7.02968937301387","6.31868464388873","",
"SSA countries in fragile and conflict-affected situations","715","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.8353975345259","6.66441862543619","3.77112840900186","",
"Angola","614","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.95459047583293","4.82262555140819","0.943575613060769","",
"Benin","638","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","7.19143086520705","6.35767790831661","1.77815830338445","",
"Botswana","616","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","11.1028237715798","5.6969645688936","-4.85099186633815","",
"Cabo Verde","624","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","0.632136695242908","0.696666850235809","0.936026507760812","",
"Comoros","632","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.46624729869706","2.10665760321016","1.1473507627473","",
"Equatorial Guinea","642","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","-4.13317908220843","0.415060947255198","-9.11004255745526","",
"Ethiopia","644","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","9.89999999999989","10.3000000000002","10.4000000000001","",
"Burkina Faso","748","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.79258484441502","4.3268456147287","3.92122879418579","",
"Cameroon","622","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.98728790987239","5.77923129451884","5.59970855349178","",
"Congo, Republic of","634","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","-0.712434450529815","6.71667933273282","-3.55058176538323","",
"Congo, Democratic Republic of","636","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","9.62448879227873","7.30227750794535","6.35973756174279","",
"Cote d'Ivoire","662","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","9.27194273555242","8.79407739043444","8.84286544134923","",
"Gambia, The","648","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","2.87276871748263","-1.40738252017729","4.05807385410525","",
"Gabon","646","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.51699422730817","4.43528277879495","3.87889939461572","",
"Ghana","652","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","7.24209221750417","2.85624019893965","2.12075931001403","",
"Mali","678","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","2.29506828958045","7.0846838802794","6.17180002292468","",
"Mozambique","688","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","6.96361835152312","7.39854171540828","6.72341375504774","",
"Rwanda","714","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.72972972972973","6.15384615384615","8.86707184042387","",
"Senegal","722","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","2.41238527648868","6.22407443765637","6.36704365066983","",
"Eswatini, Kingdom of","734","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","3.86121384012586","0.923230370970894","2.22748083933735","",
"Togo","742","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.82426583399512","5.63324021651298","5.46803129300619","",
"SSA oil-exporting countries excluding Nigeria","700","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.77666495363016","4.6804198109749","1.11676436393841","",
"East African Community (EAC -5)","619","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.7826903081366","5.71848289830294","5.95809145960352","",
"SSA oil-importing countries excluding South Africa","650","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","6.08021448352553","6.01077456235398","5.11952466441651","",
"Economic Community of West African States (ECOWAS)","776","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.84353870941588","5.96912799218175","3.1482539471895","",
"Guinea","656","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","3.94568380487066","3.69654184330253","3.82592166663186","",
"SSA middle-income countries","702","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","4.46004840471685","4.47211374814269","2.44562951469094","",
"SSA low-income countries excluding countries in fragile situations","651","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.61994169434499","5.46835808827192","5.03336814352431","",
"Sub-Saharan Africa excluding Nigeria and South Africa","604","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Value","5.76116886292782","5.6887513096031","4.23366792412379","",
"Ethiopia","644","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","7.17841981132065","7.51080459770138","7.79797979797985","",
"Kenya","664","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.29064998834964","2.54323108421218","2.78594250898951","",
"Gambia, The","648","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-0.202343416490354","-4.34615118464927","0.974136289017905","",
"Guinea","656","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.34450815744665","1.12383615044806","1.29358211378718","",
"Ghana","652","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","4.76450890569321","0.528582495707529","-0.146883439657651","",
"Liberia","668","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","5.96615703029904","-1.89199914606005","-2.49757915681517","",
"Central African Republic","626","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-36.5635814767204","-0.278281575666162","3.66497871792847","",
"Sierra Leone","724","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","18.0575434557351","2.27327135946914","-22.2085766588637","",
"Congo, Democratic Republic of","636","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","6.20714849020593","3.97163489280204","3.07013901469706","",
"Seychelles","718","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","4.45633612767594","3.10403152667345","7.58809640222677","",
"South Sudan","733","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","23.1817547834845","-1.55753053935303","-3.17979375890451","",
"Eswatini, Kingdom of","734","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","3.13070385351323","0.21834259429238","1.51843591163737","",
"Madagascar","674","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-0.688877842568481","0.319582801613444","0.118722345682147","",
"Cameroon","622","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.17191016788648","2.95983414840405","2.80532283679959","",
"Guinea-Bissau","654","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.03326812783184","-1.20887891680007","3.84940249973274","",
"Malawi","676","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.25505443234846","2.74105754276844","0.0680404354583835","",
"Zimbabwe","698","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-0.823269096969704","-0.193098242009325","0.114767058148875","",
"Uganda","746","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","0.955392445807918","2.77705420415651","4.91529834826431","",
"Congo, Republic of","634","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-3.13408239076079","4.11383349534916","-5.90300660037393","",
"Tanzania","738","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","3.63186709130757","3.57617260412706","3.0220151730761","",
"Cabo Verde","624","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-0.553339153010638","-0.514324394355355","-0.290555894365344","",
"Mali","678","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-0.648802878349714","3.74263870930031","2.88286060584144","",
"Sao Tome and Principe","716","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.87112759159014","2.70922118858876","-1.05059494889786","",
"Equatorial Guinea","642","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-8.12735720595795","-3.64608805785601","-12.6644036190668","",
"Economic Community of West African States (ECOWAS)","776","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","3.06391407087291","3.19269645809428","0.459849193648349","",
"Common Market of Eastern and Southern Africa (COMESA)","762","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.76120347528461","3.72493562839621","3.4434597106568","",
"Sub-Saharan Africa excluding Nigeria and South Africa","604","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.8209805584147","2.78262528878443","1.46950225203045","",
"SSA middle-income countries","702","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.98104713612317","1.99757056597583","0.0836357862744248","",
"SSA oil-importing countries","697","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.44613525232022","2.08701063212521","1.56567701143951","",
"Southern African Customs Union (SACU)","757","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.31739448456317","0.174180765536142","-0.327787960491346","",
"West African Economic and Monetary Union (WAEMU)","759","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","3.18828177123175","4.00904815659015","3.33082166188193","",
"Southern African Development Community (SADC)","763","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.68545553866851","0.98289173844617","-0.00470521570614093","",
"SSA countries in fragile and conflict-affected situations","715","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.98878865371717","3.81222616008541","1.04483405060094","",
"East African Community (EAC -5)","619","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.96355646671967","2.92229224332113","3.27875902561612","",
"SSA oil-importing countries excluding South Africa","650","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","3.34852523310393","3.29914460878916","2.50581781077346","",
"SSA low-income countries excluding countries in fragile situations","651","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.66040332118347","2.5300783283359","2.09116579300798","",
"CFA franc zone","609","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.18009727747187","2.95932002145281","1.43950883251788","",
"SSA low-income countries","704","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","3.66432164542605","3.72318299996612","2.82751550062451","",
"SSA oil-exporting countries","699","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.1733058247207","2.79277907895845","-0.656179599255793","",
"CEMAC","758","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-1.46303427212925","1.53076566164953","-1.46863796836694","",
"SSA middle-income countries excluding South Africa and Nigeria","703","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.20349842944308","2.08984027205639","0.40243943052664","",
"SSA oil-exporting countries excluding Nigeria","700","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.19309488617854","1.16528028167183","-2.17679348361442","",
"Sub-Saharan Africa","603","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.33764284238708","2.37036973623506","0.702514019188439","",
"Eritrea","643","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-11.3022631723547","29.7480539954784","-21.3811960386255","",
"Niger","692","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.27525169800138","2.56506730861956","0.419016145876364","",
"Senegal","722","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","-0.414523205477886","3.28413530179133","3.42150148451282","",
"Comoros","632","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.72705203296394","-0.587176150733408","-1.53270054616172","",
"Rwanda","714","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.25089768357477","3.64284981561404","6.29901318115118","",
"Gabon","646","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.54637029031214","0.777074957825879","0.550672146564434","",
"Togo","742","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","3.1497948595598","2.99321468020422","2.85934049651286","",
"Namibia","728","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","3.65996377775784","4.11051461160713","2.30654346828021","",
"Lesotho","666","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.08951712010041","1.38421432543258","2.55595766047736","",
"Chad","628","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.27356365948832","3.41958389507624","-1.45429239550866","",
"Angola","614","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.10630930634797","1.03079300208933","-2.64297142253032","",
"Burkina Faso","748","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.65729532989827","1.26399638556934","0.877785605207813","",
"Nigeria","694","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","2.61054537090941","3.51404368001313","-0.0289933908752872","",
"Burundi","618","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.76934554926125","1.2045161589133","-6.69902912621377","",
"Benin","638","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","4.12760345995975","3.29050384384365","-1.18167780356287","",
"Cote d'Ivoire","662","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","6.50286816330643","6.03711246631041","6.08466417285498","",
"Botswana","616","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","9.00566388305347","3.68166809654114","-6.69996524807312","",
"Zambia","754","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","1.67635149266135","1.35267314968649","-0.313243685686503","",
"Mauritius","684","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","3.13285197062985","3.61663345372529","3.55475095753464","",
"South Africa","199","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","0.920096963680495","-0.115537154591748","-0.201417714384146","",
"Mozambique","688","GDP per Capita, Real, Percent change, Previous period, Percent","NGDPRPC_PC_PP_PT","Value","4.0423797379169","4.43458261087057","3.74055325493946","",
"Sao Tome and Principe","716","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Value","29.9038693567907","28.0148077158272","37.1963613996631","",
"CEMAC","758","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Value","-3.84173697730636","-4.75332071778518","-7.95091924655257","",
"Seychelles","718","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Value","26.5089450887363","15.1128685977212","15.7090249817474","",
"SSA low-income countries","704","Revenue (Gen. Govt.), Percent of GDP, Percent","GGR_G01_GDP_PT","Value","14.1381237796737","14.4309656937416","14.0813763937874","",
"Sub-Saharan Africa excluding Nigeria and South Africa","604","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Value","14.2776631166959","16.1233213725076","15.6408418597578","",
"SSA oil-importing countries excluding South Africa","650","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Value","25.8548256543835","27.0448466523452","26.5829794463181","",
"Senegal","722","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Value","2.41238527648868","6.22407443765637","6.36704365066983","",
"South Sudan","733","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Value","29.9125748874168","29.6547636957585","21.9535597765924","",
"SSA oil-exporting countries excluding Nigeria","700","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Value","-2.28210150924475","-5.82494318213195","-6.18400036240396","",
"CFA franc zone","609","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Value","-4.35260844823105","-4.82016653388594","-6.33445621495564","",
"Congo, Republic of","634","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Value","47.0644823880329","53.585927653226","79.4010796590329","",
"Guinea","656","Revenue (Gen. Govt.), Percent of GDP, Percent","GGR_G01_GDP_PT","Value","13.661445275138","13.8650128994054","13.6541640013256","",
"East African Community (EAC -5)","619","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Value","12.5959443903942","15.8957196966508","15.6945188905754","",
"SSA middle-income countries","702","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Value","-3.41039515357045","-3.7830052829982","-4.5259996153454","",
"Malawi","676","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Value","8.65442774900214","7.86392457254152","8.48174137372046","",
"Niger","692","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Value","-7.98016194576838","-10.2795624261685","-10.8105062217258","",
"SSA middle-income countries","702","Terms of Trade for Goods, Index","TTT_IX","Value","109.489944378229","106.158239931853","90.9476555035963","",
"Congo, Democratic Republic of","636","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Value","14.5498098887444","20.2059302412453","17.8191681911791","",
"South Africa","199","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Value","19.1687640925175","18.4879651600327","18.6332124123432","",
"CFA franc zone","609","Broad Money, Percent change, Previous period, Percent","FMB_PC_PP_PT","Value","9.32751706259234","9.84879453827841","8.73774368475813","",
"Guinea","656","Broad Money, Percent of GDP, Percent","FMB_GDP_PT","Value","22.5829537062577","23.8282165974334","26.8032383124679","",
"Rwanda","714","Revenue (Gen. Govt.), Percent of GDP, Percent","GGR_G01_GDP_PT","Value","15.8047390756419","16.0597426260489","17.819580430652","",
"SSA countries in fragile and conflict-affected situations","715","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Value","18.9882931467516","20.5855116057653","20.5370008561301","",
"Sierra Leone","724","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Value","-4.95872506377304","-7.83321091194785","-9.94373504550817","",
"Gambia, The","648","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Value","13.8688733475315","14.847458255518","13.5376745670608","",
"Mali","678","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Value","-5.21617415281764","-5.10735544839036","-4.50229211833526","",
"Central African Republic","626","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Value","-36.3919770983887","0.0804296416875485","4.3384295205315","",
"Burundi","618","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Value","-5.25809547860312","2.66199111182763","5.76796075220105","",
"SSA middle-income countries excluding South Africa and Nigeria","703","Revenue (Gen. Govt.), Percent of GDP, Percent","GGR_G01_GDP_PT","Value","24.1262554923608","22.6752663731305","19.7557539652883","",
"SSA oil-importing countries excluding South Africa","650","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Value","34.1192261761697","36.9531838332785","42.8709328748393","",
"Botswana","616","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Value","24.8793286824358","25.2530625696002","28.4432892340323","",
"Sub-Saharan Africa","603","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Value","-3.0508466375477","-3.54354238041741","-4.16336006275655","",
"CEMAC","758","Revenue (Gen. Govt.), Percent of GDP, Percent","GGR_G01_GDP_PT","Value","24.3008691805014","23.0405579043743","18.4979613353786","",
"Ghana","652","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Value","-9.35989313332589","-8.32504976708962","-5.47244050710814","",
"Kenya","664","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Value","22.4143614613687","24.9551718034772","22.1033933422162","",
"Congo, Republic of","634","Revenue (Gen. Govt.), Percent of GDP, Percent","GGR_G01_GDP_PT","Value","39.2390820010904","37.4785005991292","22.8941014464436","",
"Sub-Saharan Africa","603","Exchange Rates, Real Effective Exchange Rate , based on Consumer Price Index, Index","EREER_IX","Value","102.490394741817","102.423248404819","100.091537302612","",
